price,vehicleType,gearbox,powerPS,kilometer,fuelType,notRepairedDamage
9990,kombi,manual,170,150000,diesel,no
9400,bus,manual,95,80000,diesel,no
12900,bus,automatic,140,70000,diesel,no
8500,coupe,manual,101,30000,gas,no
13500,limousine,automatic,224,150000,diesel,no
9999,limousine,manual,241,150000,diesel,no
16500,limousine,automatic,136,150000,diesel,no
5666,suv,manual,86,60000,gas,yes
7745,bus,manual,140,90000,gas,no
33500,cabrio,manual,325,125000,gas,no
9900,cabrio,manual,200,125000,gas,no
8350,bus,manual,120,60000,gas,no
6500,limousine,manual,143,150000,diesel,yes
18499,bus,manual,140,100000,diesel,no
11490,bus,manual,86,30000,gas,no
28500,bus,manual,179,90000,diesel,no
23590,limousine,automatic,184,125000,diesel,no
15950,limousine,automatic,235,150000,diesel,no
5999,limousine,automatic,305,150000,gas,no
6500,kombi,manual,140,150000,diesel,no
30990,limousine,automatic,245,125000,diesel,no
11200,coupe,automatic,200,125000,gas,no
5700,wagon,manual,105,90000,diesel,no
10750,limousine,automatic,150,150000,diesel,no
24750,limousine,automatic,306,150000,gas,no
6390,bus,automatic,105,70000,gas,no
11999,kombi,automatic,170,150000,diesel,no
14000,limousine,manual,116,50000,diesel,no
17850,kombi,manual,125,10000,gas,no
11500,cabrio,manual,120,60000,gas,no
26900,kombi,automatic,143,80000,diesel,no
5900,kombi,automatic,204,150000,diesel,no
19500,coupe,manual,170,100000,diesel,no
9300,kombi,automatic,140,150000,diesel,no
21000,bus,manual,102,60000,diesel,no
29999,kombi,manual,177,40000,diesel,no
33490,kombi,automatic,313,100000,diesel,no
5500,limousine,automatic,204,150000,gas,no
41900,coupe,automatic,476,100000,gas,no
7850,cabrio,manual,150,100000,gas,no
14400,limousine,manual,136,50000,gas,no
15490,cabrio,manual,143,80000,gas,no
17990,kombi,manual,120,50000,diesel,no
6500,suv,manual,173,150000,diesel,yes
8800,kombi,automatic,170,150000,diesel,no
6500,coupe,manual,231,125000,gas,no
9500,coupe,automatic,163,100000,gas,no
33250,suv,automatic,245,125000,diesel,no
24950,limousine,automatic,204,90000,diesel,no
16950,limousine,automatic,245,150000,diesel,no
11500,limousine,manual,140,20000,gas,no
14900,kombi,manual,122,50000,gas,no
6900,bus,manual,110,90000,gas,no
12950,suv,manual,90,10000,gas,no
8500,cabrio,manual,69,30000,gas,no
39500,suv,automatic,401,50000,gas,no
16200,wagon,automatic,185,50000,gas,no
23900,cabrio,automatic,231,125000,diesel,no
20000,wagon,manual,90,20000,diesel,no
5300,cabrio,manual,135,125000,lpg,no
7900,limousine,manual,88,90000,gas,no
14500,cabrio,manual,170,125000,gas,no
11500,coupe,automatic,155,125000,gas,no
8000,limousine,manual,116,125000,gas,no
6490,kombi,manual,90,125000,diesel,no
5000,wagon,manual,69,60000,gas,no
9900,kombi,manual,170,150000,gas,no
16990,kombi,manual,160,80000,gas,no
14100,cabrio,manual,163,150000,gas,no
5700,bus,automatic,150,150000,gas,no
6500,coupe,automatic,170,80000,gas,no
9499,limousine,manual,122,90000,gas,no
6500,wagon,manual,68,60000,gas,no
8500,kombi,manual,140,150000,diesel,no
27500,bus,automatic,224,70000,diesel,no
13700,limousine,manual,116,10000,gas,no
20900,cabrio,manual,132,5000,gas,no
14200,limousine,automatic,122,30000,gas,no
43900,cabrio,automatic,408,100000,gas,no
7850,wagon,manual,75,100000,diesel,no
19500,limousine,manual,400,150000,gas,no
6000,kombi,manual,150,125000,gas,no
8500,kombi,automatic,140,150000,diesel,no
9900,bus,manual,140,150000,diesel,no
7900,limousine,manual,125,100000,gas,no
8500,coupe,automatic,306,150000,gas,no
10500,limousine,manual,177,150000,diesel,no
10700,suv,manual,140,150000,diesel,no
8850,wagon,manual,170,90000,gas,no
6500,cabrio,automatic,90,30000,gas,no
19900,bus,manual,122,20000,gas,no
17900,kombi,manual,180,70000,gas,no
5000,kombi,manual,75,40000,gas,no
13000,kombi,manual,116,125000,diesel,no
5690,limousine,manual,170,150000,diesel,no
13600,cabrio,manual,163,100000,gas,no
7999,limousine,manual,80,100000,gas,no
5100,limousine,manual,101,30000,gas,no
5500,kombi,automatic,163,150000,diesel,no
6500,wagon,manual,150,125000,gas,no
5999,limousine,automatic,192,150000,gas,no
5500,kombi,manual,90,100000,gas,no
24500,limousine,manual,156,20000,gas,no
7800,kombi,manual,170,150000,diesel,no
11500,limousine,manual,105,80000,gas,no
11490,wagon,manual,120,50000,gas,no
19700,kombi,manual,163,30000,diesel,no
37500,kombi,manual,230,5000,gas,no
5690,bus,manual,105,150000,diesel,no
5499,bus,manual,143,150000,diesel,no
7800,wagon,manual,75,90000,diesel,no
9900,limousine,manual,209,150000,gas,no
13990,kombi,manual,177,150000,diesel,no
7999,limousine,automatic,150,150000,diesel,no
14500,suv,manual,116,60000,gas,no
5999,suv,manual,105,70000,gas,no
13799,kombi,manual,105,80000,diesel,no
5500,kombi,manual,110,150000,diesel,no
5650,limousine,manual,101,150000,diesel,no
7500,wagon,manual,85,150000,gas,no
14300,wagon,manual,98,40000,other,no
5699,bus,automatic,109,150000,diesel,no
8500,wagon,manual,60,20000,gas,no
11990,limousine,manual,136,150000,diesel,no
10000,bus,manual,140,125000,diesel,yes
7899,limousine,automatic,95,80000,gas,no
14000,limousine,manual,122,50000,gas,no
7800,limousine,manual,177,150000,gas,no
14500,limousine,automatic,239,150000,diesel,no
5000,bus,manual,105,125000,diesel,no
9900,limousine,manual,143,150000,diesel,no
8500,bus,manual,116,125000,gas,no
12500,bus,automatic,174,150000,diesel,no
6100,kombi,manual,116,90000,gas,no
7100,suv,automatic,235,150000,diesel,no
8300,wagon,manual,86,40000,gas,no
13900,kombi,automatic,218,70000,gas,no
5100,limousine,manual,86,100000,gas,no
22000,coupe,manual,197,70000,diesel,no
14480,limousine,automatic,177,150000,diesel,no
6800,kombi,manual,129,150000,gas,no
6500,kombi,automatic,218,150000,diesel,no
29900,kombi,automatic,313,150000,diesel,no
8300,bus,automatic,105,125000,diesel,no
10700,kombi,manual,125,125000,diesel,no
11500,coupe,manual,143,90000,gas,no
24999,limousine,automatic,150,40000,diesel,no
38950,limousine,automatic,190,40000,diesel,no
7499,limousine,manual,250,150000,gas,no
10000,bus,automatic,150,125000,diesel,no
15550,kombi,automatic,232,125000,diesel,no
5999,cabrio,automatic,116,100000,gas,no
10990,bus,manual,105,80000,diesel,no
14500,coupe,manual,250,80000,gas,no
9800,kombi,manual,125,90000,gas,no
32400,limousine,automatic,306,150000,diesel,no
6500,limousine,manual,116,150000,lpg,no
6190,kombi,automatic,150,150000,diesel,no
6950,wagon,manual,95,125000,diesel,no
19999,kombi,manual,150,30000,diesel,no
18500,bus,manual,140,70000,diesel,no
20000,limousine,automatic,238,100000,diesel,no
8200,kombi,manual,140,150000,diesel,no
18900,cabrio,manual,160,40000,gas,no
16190,kombi,manual,200,50000,gas,no
5500,kombi,automatic,204,150000,diesel,no
10100,limousine,manual,140,50000,gas,no
6950,wagon,manual,77,40000,gas,no
35900,bus,manual,140,80000,diesel,no
9700,wagon,manual,90,60000,diesel,no
17000,suv,manual,177,125000,diesel,no
50490,suv,automatic,245,100000,diesel,no
7890,limousine,automatic,224,150000,diesel,no
10000,limousine,manual,163,80000,diesel,no
19500,limousine,manual,204,30000,gas,no
35000,suv,automatic,245,50000,diesel,no
37500,suv,automatic,400,20000,lpg,no
5800,limousine,automatic,204,150000,diesel,no
7000,cabrio,automatic,170,150000,gas,no
5999,limousine,automatic,197,150000,gas,no
13999,wagon,manual,86,20000,gas,no
12290,limousine,automatic,170,125000,diesel,no
6490,limousine,manual,130,150000,diesel,no
7700,wagon,manual,60,5000,gas,no
9490,cabrio,manual,120,50000,gas,no
10900,bus,manual,151,150000,diesel,no
6500,cabrio,manual,111,90000,gas,no
10999,bus,manual,105,150000,diesel,no
10300,kombi,manual,175,125000,diesel,no
7999,cabrio,manual,120,60000,gas,no
24500,cabrio,automatic,326,90000,gas,no
12500,coupe,manual,177,150000,diesel,no
14200,limousine,automatic,218,125000,gas,no
12800,bus,manual,170,150000,diesel,no
28899,bus,automatic,156,5000,gas,no
17500,wagon,manual,86,30000,gas,no
16790,wagon,manual,90,20000,diesel,no
25500,limousine,automatic,211,80000,gas,no
5500,limousine,automatic,116,150000,gas,no
16500,suv,manual,110,30000,diesel,no
9950,wagon,manual,105,70000,gas,no
7800,coupe,automatic,140,125000,gas,no
8700,kombi,automatic,231,150000,diesel,no
24900,kombi,manual,125,5000,gas,no
14500,cabrio,automatic,163,70000,gas,no
11999,kombi,manual,131,150000,diesel,no
10999,kombi,manual,231,150000,diesel,no
23650,kombi,automatic,170,125000,diesel,no
16999,coupe,automatic,286,150000,diesel,no
16200,kombi,automatic,190,125000,gas,no
11800,kombi,automatic,140,150000,diesel,no
6200,limousine,manual,80,100000,gas,yes
10280,limousine,manual,143,125000,diesel,no
9995,kombi,manual,170,150000,diesel,no
6499,bus,manual,117,125000,gas,no
5300,bus,manual,80,150000,gas,yes
30860,kombi,automatic,184,30000,diesel,no
5800,limousine,manual,224,125000,gas,no
8290,wagon,automatic,71,20000,gas,no
5790,limousine,automatic,306,150000,lpg,no
28500,kombi,automatic,200,30000,diesel,no
5800,cabrio,manual,102,150000,gas,no
16960,suv,manual,122,30000,gas,no
10850,cabrio,manual,192,150000,gas,no
18350,kombi,manual,220,20000,gas,no
20900,cabrio,manual,184,30000,gas,no
7950,kombi,automatic,197,150000,diesel,no
14650,kombi,automatic,156,100000,gas,no
5750,cabrio,manual,135,100000,gas,no
39850,limousine,automatic,258,60000,diesel,no
8200,kombi,manual,140,150000,diesel,no
8950,kombi,manual,102,100000,gas,no
35500,kombi,automatic,204,50000,diesel,no
25000,coupe,manual,420,70000,gas,no
11000,kombi,manual,150,90000,gas,no
25400,limousine,manual,220,10000,gas,no
7299,kombi,automatic,163,150000,diesel,no
9500,limousine,manual,173,150000,gas,no
10999,suv,manual,122,70000,gas,no
5995,wagon,manual,73,80000,gas,no
59911,coupe,manual,345,150000,gas,no
17950,suv,automatic,190,150000,diesel,no
6000,limousine,manual,150,125000,gas,no
8000,coupe,automatic,148,30000,lpg,no
12800,suv,manual,105,30000,gas,no
10000,coupe,automatic,272,150000,gas,no
5299,limousine,manual,120,150000,diesel,no
20900,kombi,manual,272,70000,gas,no
14390,suv,automatic,141,40000,gas,no
11800,limousine,manual,220,125000,gas,no
9150,wagon,manual,69,40000,gas,no
7500,cabrio,manual,190,150000,gas,no
15900,kombi,automatic,177,125000,diesel,no
9200,kombi,manual,140,150000,diesel,no
7300,kombi,manual,166,100000,diesel,no
18950,kombi,automatic,177,150000,diesel,no
23900,limousine,automatic,387,150000,gas,no
10500,cabrio,manual,200,70000,gas,no
38500,cabrio,manual,387,150000,gas,no
11350,kombi,automatic,177,150000,diesel,no
13500,bus,manual,209,150000,diesel,no
13900,limousine,manual,260,50000,gas,no
7999,kombi,automatic,163,150000,diesel,no
6900,wagon,manual,71,20000,gas,no
6000,limousine,automatic,197,150000,gas,yes
8500,limousine,automatic,306,150000,gas,no
10500,limousine,automatic,170,100000,gas,no
16800,kombi,manual,122,40000,gas,no
15400,coupe,automatic,231,150000,gas,no
8280,limousine,automatic,122,150000,diesel,no
6000,limousine,automatic,218,150000,diesel,no
6500,kombi,manual,177,150000,diesel,yes
7900,limousine,manual,125,60000,gas,no
6500,cabrio,manual,163,125000,gas,no
7700,limousine,manual,122,125000,diesel,no
27999,limousine,automatic,245,50000,gas,no
9000,kombi,manual,231,150000,diesel,no
10000,limousine,manual,141,150000,gas,no
6300,cabrio,automatic,163,150000,diesel,no
7999,limousine,manual,140,150000,diesel,no
6999,kombi,manual,109,125000,diesel,no
8999,bus,manual,179,150000,diesel,no
7900,limousine,manual,150,150000,gas,no
10680,kombi,manual,344,150000,lpg,no
13300,kombi,automatic,190,150000,diesel,no
6999,limousine,manual,177,150000,gas,no
6950,limousine,manual,160,125000,gas,no
9900,bus,manual,170,90000,gas,no
23500,limousine,manual,184,60000,diesel,no
6990,suv,automatic,163,150000,diesel,no
12750,limousine,manual,125,70000,gas,no
19900,bus,manual,105,30000,gas,no
18449,cabrio,manual,140,50000,diesel,no
11500,limousine,manual,105,60000,diesel,no
6200,bus,manual,170,150000,diesel,no
11600,bus,manual,175,150000,diesel,no
23000,coupe,automatic,306,70000,gas,no
21400,limousine,automatic,165,10000,diesel,no
27900,kombi,automatic,204,60000,diesel,no
8000,kombi,manual,140,150000,diesel,no
6500,wagon,manual,75,70000,diesel,no
26599,limousine,automatic,204,125000,diesel,no
9500,wagon,manual,174,90000,gas,no
19800,cabrio,manual,122,20000,gas,no
7650,kombi,manual,105,100000,diesel,no
5200,kombi,manual,90,150000,diesel,no
6100,limousine,automatic,204,150000,diesel,no
7000,bus,manual,110,150000,gas,no
6999,wagon,manual,69,60000,gas,no
13500,limousine,manual,224,150000,diesel,no
6100,limousine,manual,179,150000,diesel,no
5200,limousine,manual,90,80000,gas,no
44000,suv,automatic,245,80000,diesel,no
8900,bus,manual,120,125000,diesel,no
8000,limousine,manual,150,150000,diesel,no
12990,kombi,manual,105,80000,diesel,no
6900,wagon,manual,60,40000,gas,no
14390,cabrio,manual,160,50000,gas,no
8450,kombi,automatic,155,125000,gas,no
22990,wagon,manual,184,30000,gas,no
6390,limousine,manual,129,125000,gas,no
16500,kombi,automatic,185,150000,diesel,no
28000,limousine,automatic,325,20000,gas,no
6700,kombi,manual,110,125000,diesel,no
6990,limousine,automatic,306,150000,gas,no
7300,wagon,automatic,98,70000,gas,no
15900,limousine,manual,265,60000,gas,no
10950,limousine,automatic,105,125000,diesel,no
11500,cabrio,automatic,136,150000,diesel,no
41999,bus,manual,179,30000,diesel,no
15000,other,manual,351,90000,gas,no
7490,bus,manual,109,70000,gas,no
8300,wagon,manual,105,125000,gas,no
14650,coupe,automatic,224,70000,diesel,no
45900,cabrio,automatic,360,40000,gas,no
6300,limousine,manual,125,40000,gas,yes
5990,limousine,manual,105,40000,gas,no
9900,bus,manual,86,30000,gas,no
14800,wagon,manual,90,20000,diesel,no
6999,cabrio,manual,116,150000,gas,no
18900,cabrio,automatic,163,50000,gas,no
7500,bus,automatic,170,150000,diesel,no
7999,limousine,manual,129,150000,gas,no
25900,limousine,manual,184,30000,diesel,yes
23950,limousine,manual,184,50000,diesel,no
13495,limousine,manual,143,70000,gas,no
9900,limousine,automatic,231,150000,gas,no
10999,kombi,automatic,179,150000,diesel,no
14499,limousine,manual,86,20000,gas,no
5990,kombi,manual,140,150000,diesel,no
9700,limousine,manual,122,90000,gas,no
13980,limousine,automatic,140,100000,diesel,no
10950,limousine,automatic,99,50000,hybrid,no
15500,kombi,manual,125,80000,diesel,no
5500,wagon,manual,90,150000,diesel,no
7490,kombi,manual,163,150000,diesel,no
9099,kombi,automatic,177,150000,gas,no
6500,bus,manual,140,150000,diesel,no
17999,kombi,automatic,190,150000,diesel,no
6000,suv,manual,116,150000,diesel,no
31500,cabrio,automatic,387,60000,gas,no
11000,limousine,manual,230,125000,gas,no
7250,limousine,manual,163,150000,diesel,no
6900,kombi,automatic,272,150000,diesel,no
10550,limousine,automatic,112,70000,diesel,no
5000,bus,automatic,198,100000,gas,no
18499,limousine,manual,140,70000,diesel,no
5150,suv,automatic,194,150000,gas,no
26500,cabrio,automatic,292,125000,gas,no
8790,kombi,automatic,170,150000,diesel,no
14990,limousine,manual,105,60000,diesel,no
19990,kombi,automatic,265,100000,gas,no
5300,bus,manual,143,150000,diesel,no
5900,limousine,manual,170,70000,gas,no
18900,limousine,manual,110,20000,diesel,no
8200,kombi,manual,105,150000,diesel,no
16500,suv,manual,140,90000,diesel,no
15500,cabrio,automatic,306,150000,gas,no
14500,kombi,manual,155,60000,gas,no
6800,bus,automatic,110,150000,gas,no
6390,suv,automatic,201,150000,lpg,no
10900,limousine,manual,156,90000,gas,no
5000,wagon,manual,75,125000,gas,no
16000,cabrio,automatic,306,150000,gas,no
14999,coupe,automatic,363,80000,gas,no
6899,wagon,manual,133,70000,gas,no
8500,kombi,manual,160,125000,gas,no
8900,limousine,manual,122,80000,gas,no
10500,limousine,automatic,170,150000,diesel,no
13000,limousine,manual,177,80000,diesel,no
9200,limousine,manual,125,80000,gas,no
15500,bus,manual,120,5000,gas,no
7900,kombi,manual,140,150000,diesel,no
9450,kombi,manual,147,125000,gas,no
5000,bus,manual,116,150000,diesel,no
15590,cabrio,automatic,245,150000,gas,no
21500,wagon,manual,105,30000,diesel,no
8650,limousine,manual,105,90000,diesel,no
6000,limousine,manual,218,150000,lpg,no
17000,suv,automatic,241,125000,gas,no
21000,limousine,manual,150,30000,diesel,no
19499,limousine,automatic,231,100000,diesel,no
22450,bus,manual,131,125000,diesel,no
10800,limousine,manual,99,50000,gas,no
6390,cabrio,manual,135,100000,gas,no
9600,wagon,automatic,71,20000,gas,no
6300,limousine,manual,105,150000,diesel,no
5800,limousine,automatic,224,150000,diesel,no
6700,wagon,manual,69,30000,gas,no
13490,kombi,automatic,177,150000,diesel,no
43900,limousine,automatic,190,10000,diesel,no
7200,bus,manual,95,20000,diesel,yes
14850,kombi,manual,170,150000,diesel,no
10900,limousine,manual,116,100000,diesel,no
21590,cabrio,manual,184,40000,gas,no
8999,kombi,manual,163,150000,diesel,no
17300,limousine,automatic,170,150000,diesel,no
14490,limousine,automatic,200,70000,gas,no
7999,wagon,manual,102,90000,gas,no
6480,kombi,manual,109,150000,cng,no
8000,limousine,manual,140,90000,diesel,no
11999,suv,automatic,184,125000,diesel,no
7799,coupe,manual,163,125000,gas,no
6300,limousine,manual,150,150000,diesel,no
9400,limousine,manual,135,60000,gas,no
8699,kombi,automatic,177,150000,diesel,no
17550,suv,manual,140,50000,diesel,no
6900,cabrio,manual,163,150000,gas,no
7500,cabrio,automatic,193,125000,gas,no
18450,limousine,manual,143,70000,diesel,no
5500,limousine,automatic,165,150000,gas,no
14750,cabrio,manual,131,70000,gas,no
14250,kombi,manual,170,100000,diesel,no
7990,cabrio,manual,170,150000,gas,no
8990,limousine,automatic,177,150000,diesel,no
6399,wagon,manual,60,20000,gas,no
8900,bus,automatic,150,70000,diesel,no
5500,bus,manual,102,150000,diesel,no
7990,limousine,manual,241,150000,gas,no
35500,suv,automatic,256,125000,diesel,no
16500,cabrio,manual,160,30000,gas,yes
12999,kombi,manual,179,90000,diesel,no
16500,bus,manual,140,80000,diesel,no
20999,bus,automatic,105,50000,diesel,no
8600,kombi,automatic,179,150000,diesel,no
7000,coupe,manual,143,150000,gas,no
14500,limousine,automatic,184,90000,gas,no
13700,suv,automatic,177,90000,diesel,no
5999,wagon,manual,120,150000,gas,no
19900,limousine,manual,110,20000,diesel,no
8950,limousine,manual,150,100000,gas,no
16950,kombi,automatic,136,150000,diesel,no
13500,limousine,automatic,218,125000,gas,no
13900,suv,manual,169,50000,gas,no
11900,limousine,manual,120,30000,gas,no
29600,cabrio,manual,280,50000,gas,no
5990,kombi,automatic,120,150000,diesel,no
5850,limousine,manual,90,125000,diesel,no
11300,kombi,manual,150,150000,gas,no
13990,kombi,automatic,190,150000,diesel,no
7950,limousine,manual,116,100000,gas,no
14500,limousine,automatic,272,150000,gas,no
18990,cabrio,automatic,140,50000,diesel,no
20000,limousine,automatic,265,50000,diesel,no
5900,cabrio,manual,125,80000,gas,no
12350,wagon,manual,87,40000,gas,no
17900,coupe,manual,265,70000,gas,no
26999,limousine,automatic,184,70000,diesel,no
19399,cabrio,automatic,333,150000,gas,no
11790,cabrio,manual,160,100000,gas,no
20750,suv,automatic,277,100000,gas,no
10700,kombi,manual,140,150000,diesel,no
7490,kombi,manual,150,150000,diesel,no
5600,limousine,automatic,197,150000,diesel,no
5900,cabrio,manual,150,150000,diesel,no
15500,limousine,manual,204,150000,diesel,no
21400,limousine,automatic,218,50000,gas,no
17000,coupe,automatic,193,70000,gas,no
7400,limousine,manual,116,100000,diesel,no
11500,coupe,manual,125,80000,gas,no
6900,limousine,manual,170,150000,diesel,no
12000,limousine,automatic,105,50000,gas,no
6400,bus,manual,80,125000,diesel,no
22950,limousine,automatic,235,150000,diesel,no
5600,bus,manual,75,90000,diesel,no
5000,kombi,manual,136,150000,diesel,no
5500,bus,manual,136,150000,diesel,no
9200,limousine,automatic,111,150000,diesel,no
8200,wagon,manual,69,50000,gas,no
8950,kombi,manual,143,150000,diesel,no
14900,limousine,manual,260,70000,gas,no
20900,kombi,manual,120,50000,diesel,no
21900,suv,manual,136,30000,diesel,no
8450,cabrio,manual,122,125000,gas,no
10800,limousine,manual,136,150000,diesel,no
7500,wagon,manual,86,50000,gas,no
5000,limousine,manual,90,100000,gas,no
5700,suv,manual,141,150000,lpg,no
26900,coupe,manual,241,60000,gas,no
26800,bus,manual,140,50000,diesel,no
22900,limousine,automatic,231,150000,diesel,no
26999,limousine,automatic,231,125000,diesel,no
8100,limousine,manual,80,80000,gas,no
11000,limousine,manual,156,125000,gas,no
6500,wagon,automatic,149,150000,gas,no
6950,cabrio,manual,150,150000,gas,no
28500,limousine,automatic,156,30000,gas,no
9900,kombi,manual,140,150000,diesel,no
17000,kombi,automatic,293,150000,diesel,no
13500,kombi,manual,160,125000,gas,no
10600,limousine,manual,125,40000,gas,no
26500,cabrio,automatic,204,40000,gas,no
14900,bus,manual,163,150000,diesel,no
6222,wagon,manual,80,125000,gas,no
54300,suv,automatic,258,20000,diesel,no
12500,limousine,manual,105,40000,gas,yes
5290,wagon,manual,116,100000,gas,no
19980,kombi,manual,194,40000,diesel,no
6750,suv,manual,103,150000,diesel,no
6950,wagon,manual,69,60000,gas,no
7950,limousine,automatic,218,150000,diesel,no
17500,suv,automatic,163,70000,diesel,no
11890,kombi,manual,150,80000,diesel,no
7900,coupe,automatic,136,40000,gas,no
18000,wagon,manual,63,150000,gas,no
15450,limousine,automatic,90,5000,gas,no
6450,coupe,automatic,192,125000,gas,no
15200,limousine,automatic,218,60000,diesel,no
5900,kombi,automatic,180,5000,diesel,no
5900,limousine,manual,80,60000,gas,no
17499,limousine,manual,211,60000,gas,no
9999,limousine,automatic,275,150000,diesel,no
19990,suv,manual,160,150000,gas,no
6250,wagon,manual,87,60000,gas,no
9600,limousine,manual,197,150000,diesel,no
15900,wagon,automatic,211,100000,gas,no
8000,kombi,manual,197,150000,diesel,no
10550,limousine,manual,105,90000,diesel,no
6750,bus,manual,105,150000,diesel,no
11950,bus,manual,130,150000,diesel,no
15800,kombi,manual,140,50000,diesel,no
9250,cabrio,manual,286,125000,gas,no
24599,wagon,manual,220,30000,gas,no
7500,limousine,manual,110,150000,diesel,no
13550,suv,automatic,224,150000,diesel,no
6900,suv,automatic,163,150000,diesel,no
7699,other,automatic,313,150000,diesel,no
10999,limousine,manual,204,150000,diesel,no
8900,suv,automatic,160,150000,diesel,no
13000,limousine,manual,131,90000,diesel,no
8500,cabrio,automatic,231,150000,gas,no
18700,limousine,automatic,204,150000,gas,no
10998,limousine,automatic,150,125000,diesel,no
7800,coupe,automatic,143,125000,gas,no
6500,kombi,automatic,177,150000,diesel,no
5200,wagon,manual,69,80000,gas,no
26400,suv,manual,150,5000,gas,no
17850,suv,manual,177,70000,diesel,no
5200,coupe,automatic,170,150000,gas,no
7750,limousine,manual,140,150000,diesel,no
9500,coupe,manual,192,125000,gas,no
12100,wagon,manual,86,60000,gas,no
6690,coupe,automatic,218,125000,gas,no
5450,kombi,automatic,170,150000,gas,no
7000,limousine,manual,95,125000,gas,no
8400,kombi,manual,102,60000,gas,no
11250,suv,manual,105,125000,gas,no
17350,suv,manual,136,125000,diesel,no
11000,limousine,automatic,231,150000,diesel,no
25999,limousine,manual,143,30000,diesel,no
15500,wagon,manual,156,60000,gas,no
6200,suv,automatic,235,150000,gas,no
14990,limousine,manual,143,150000,diesel,no
13900,cabrio,manual,252,100000,gas,no
54500,cabrio,manual,218,150000,gas,no
15499,wagon,manual,136,20000,gas,no
9250,bus,automatic,140,150000,diesel,no
6100,limousine,manual,105,150000,diesel,no
16700,suv,manual,170,150000,diesel,no
8990,kombi,manual,140,150000,diesel,no
18299,kombi,automatic,265,150000,diesel,no
18200,limousine,manual,200,50000,gas,no
24999,suv,automatic,184,20000,diesel,no
12000,limousine,manual,177,150000,diesel,no
5800,limousine,manual,102,125000,gas,no
6222,limousine,manual,150,150000,diesel,no
6500,limousine,manual,143,150000,diesel,no
21900,limousine,automatic,136,70000,diesel,no
9999,kombi,automatic,197,150000,diesel,no
8645,wagon,manual,69,20000,gas,no
5990,wagon,automatic,54,70000,diesel,no
9000,kombi,manual,120,150000,diesel,no
10000,limousine,manual,86,60000,gas,no
8000,cabrio,manual,191,150000,gas,no
30210,coupe,automatic,306,50000,gas,no
15500,kombi,manual,160,100000,gas,no
5999,bus,manual,140,125000,gas,no
7200,wagon,manual,96,60000,gas,no
33600,suv,manual,179,60000,diesel,no
5200,coupe,manual,170,20000,lpg,no
6200,limousine,manual,150,125000,gas,no
16500,limousine,automatic,170,150000,diesel,no
9000,kombi,manual,200,150000,gas,no
19000,suv,automatic,345,150000,lpg,no
11990,wagon,manual,86,70000,gas,no
17135,kombi,automatic,170,150000,diesel,no
14990,bus,manual,102,30000,diesel,no
19000,coupe,manual,170,125000,diesel,no
11999,kombi,manual,170,150000,diesel,no
35500,kombi,automatic,340,80000,gas,no
7700,wagon,manual,120,90000,gas,no
5500,wagon,manual,84,70000,gas,no
7500,limousine,manual,120,90000,gas,no
16400,cabrio,manual,143,80000,gas,no
8500,limousine,manual,150,80000,diesel,no
7500,wagon,manual,70,20000,gas,no
5995,cabrio,automatic,71,60000,gas,no
14900,cabrio,automatic,179,100000,diesel,no
5300,kombi,manual,90,150000,diesel,no
6000,wagon,manual,87,90000,gas,no
12900,limousine,manual,170,125000,diesel,no
7850,suv,manual,75,10000,gas,no
15000,bus,manual,174,150000,diesel,no
12000,wagon,automatic,86,50000,gas,no
8999,limousine,automatic,224,150000,gas,no
7489,cabrio,manual,192,150000,gas,no
7690,kombi,manual,140,150000,diesel,no
14000,kombi,manual,160,125000,diesel,no
11000,suv,manual,150,100000,diesel,no
9800,limousine,automatic,218,125000,gas,no
7000,cabrio,manual,116,125000,gas,no
13500,kombi,automatic,179,150000,diesel,no
7900,cabrio,manual,131,40000,gas,no
5200,limousine,manual,101,80000,gas,no
8000,limousine,manual,160,100000,diesel,no
8600,kombi,manual,163,150000,diesel,no
7800,limousine,manual,116,100000,diesel,no
7400,cabrio,automatic,279,100000,gas,no
18200,cabrio,manual,177,150000,diesel,no
13300,suv,automatic,224,150000,diesel,no
6600,limousine,manual,110,150000,diesel,no
5890,cabrio,manual,101,125000,gas,no
8699,wagon,manual,174,125000,gas,no
9300,limousine,manual,150,150000,diesel,no
7950,bus,manual,129,80000,gas,no
12800,limousine,automatic,231,150000,diesel,no
5399,limousine,manual,120,125000,gas,no
20600,limousine,automatic,170,70000,diesel,no
10400,kombi,manual,179,150000,diesel,no
5800,bus,manual,150,150000,diesel,yes
10500,limousine,automatic,170,150000,diesel,no
14500,limousine,automatic,326,150000,diesel,no
6400,bus,manual,115,100000,gas,no
6500,kombi,manual,180,150000,diesel,no
5900,wagon,manual,86,125000,gas,no
11499,kombi,manual,105,125000,diesel,no
15999,suv,automatic,163,100000,diesel,no
9400,cabrio,manual,224,125000,gas,no
8650,bus,automatic,116,40000,gas,no
